_id	category	counts	completions	average	broad_cats	predicted_cats	Curator_or_Algorithm	name	description
figshare12376232	Risk Factors	2	3	0.666666667	Clinical	"['Mechanism', 'Behavioral Research']"	Both	Table_1_Psycho-Neuroendocrine-Immune Interactions in COVID-19: Potential Impacts on Mental Health.DOCX	"Coronavirus disease 2019 (COVID-19) is caused by the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2). The impacts of the disease may be beyond the respiratory system, also affecting mental health. Several factors may be involved in the association between COVID-19 and psychiatric outcomes, such as fear inherent in the pandemic, adverse effects of treatments, as well as financial stress, and social isolation. Herein we discuss the growing evidence suggesting that the relationship between SARS-CoV-2 and host may also trigger changes in brain and behavior. Based on the similarity of SARS-CoV-2 with other coronaviruses, it is conceivable that changes in endocrine and immune response in the periphery or in the central nervous system may be involved in the association between SARS-CoV-2 infection and impaired mental health. This is likely to be further enhanced, since millions of people worldwide are isolated in quarantine to minimize the transmission of SARS-CoV-2 and social isolation can also lead to neuroendocrine-immune changes. Accordingly, we highlight here the hypothesis that neuroendocrine-immune interactions may be involved in negative impacts of SARS-CoV-2 infection and social isolation on psychiatric issues. "
figshare12382553	Classical epidemiology	2	3	0.666666667	Epidemiology	"['Mechanism', 'Transmission', 'Treatment', 'Environment']"	Algorithm	"Table_2_COVID-19: Emergence, Spread, Possible Treatments, and Global Burden.XLSX"	"The Coronavirus (CoV) is a large family of viruses known to cause illnesses ranging from the common cold to acute respiratory tract infection. The severity of the infection may be visible as pneumonia, acute respiratory syndrome, and even death. Until the outbreak of SARS, this group of viruses was greatly overlooked. However, since the SARS and MERS outbreaks, these viruses have been studied in greater detail, propelling the vaccine research. On December 31, 2019, mysterious cases of pneumonia were detected in the city of Wuhan in China's Hubei Province. On January 7, 2020, the causative agent was identified as a new coronavirus (2019-nCoV), and the disease was later named as COVID-19 by the WHO. The virus spread extensively in the Wuhan region of China and has gained entry to over 210 countries and territories. Though experts suspected that the virus is transmitted from animals to humans, there are mixed reports on the origin of the virus. There are no treatment options available for the virus as such, limited to the use of anti-HIV drugs and/or other antivirals such as Remdesivir and Galidesivir. For the containment of the virus, it is recommended to quarantine the infected and to follow good hygiene practices. The virus has had a significant socio-economic impact globally. Economically, China is likely to experience a greater setback than other countries from the pandemic due to added trade war pressure, which have been discussed in this paper. "
figshare12382553	Public Health Interventions	2	3	0.666666667	Prevention	"['Mechanism', 'Transmission', 'Treatment', 'Environment']"	Both	"Table_2_COVID-19: Emergence, Spread, Possible Treatments, and Global Burden.XLSX"	"The Coronavirus (CoV) is a large family of viruses known to cause illnesses ranging from the common cold to acute respiratory tract infection. The severity of the infection may be visible as pneumonia, acute respiratory syndrome, and even death. Until the outbreak of SARS, this group of viruses was greatly overlooked. However, since the SARS and MERS outbreaks, these viruses have been studied in greater detail, propelling the vaccine research. On December 31, 2019, mysterious cases of pneumonia were detected in the city of Wuhan in China's Hubei Province. On January 7, 2020, the causative agent was identified as a new coronavirus (2019-nCoV), and the disease was later named as COVID-19 by the WHO. The virus spread extensively in the Wuhan region of China and has gained entry to over 210 countries and territories. Though experts suspected that the virus is transmitted from animals to humans, there are mixed reports on the origin of the virus. There are no treatment options available for the virus as such, limited to the use of anti-HIV drugs and/or other antivirals such as Remdesivir and Galidesivir. For the containment of the virus, it is recommended to quarantine the infected and to follow good hygiene practices. The virus has had a significant socio-economic impact globally. Economically, China is likely to experience a greater setback than other countries from the pandemic due to added trade war pressure, which have been discussed in this paper. "
figshare12382706	Clinical	3	3	1	Clinical	"['Prevention', 'Forecasting']"	New Category?	MOSAIC: A model to assess the cost-effectiveness of ICU strategies for the South African COVID-19 response	"As the COVID-19 pandemic progresses, the demands on the health care system will intensify and will result in critical shortages of resources (hospital beds, intensive care unit (ICU) beds, ventilators, medical workforce), particularly in the public sector. In such a context, it becomes imperative that resources are used in the most humane ways possible; and that decisions about resource allocation are made carefully and with compassion.   While there are a number of key resource allocation decisions that need to be made in the response to COVID-19, this rapid economic evaluation responds to the question: What is the cost-effectiveness of ICU care versus treatment in general ward in supporting severe COVID-19 cases? Given the emergent nature of COVID-19 and the huge uncertainty in key parameters, a simple excel-based model is provided. This simplicity is designed to facilitate understanding. In addition, the framework allows for parameters to be varied and ultimately updated as sufficient local data become available. "
figshare12389138	Treatment	2	3	0.666666667	Treatment	['Prevention']	Curator	Table_1_The Application of Eight-Segment Pulmonary Rehabilitation Exercise in People With Coronavirus Disease 2019.DOCX	The full text of this article can be freely accessed on the publisher's website.
figshare12389309	Classical epidemiology	2	3	0.666666667	Epidemiology	"['Transmission', 'Prevention', 'Forecasting', 'Environment']"	Both	Data_Sheet_1_COVID-19 UK Lockdown Forecasts and R0.PDF	"Introduction: The first reported UK case of COVID-19 occurred on 30 January 2020. A lockdown from 24 March was partially relaxed on 10 May. One model to forecast disease spread depends on clinical parameters and transmission rates. Output includes the basic reproduction number R<sub>0</sub> and the log growth rate r in the exponential phase. Methods: Office for National Statistics data on deaths in England and Wales is used to estimate r. A likelihood for the transmission parameters is defined from a gaussian density for r using the mean and standard error of the estimate. Parameter samples from the Metropolis-Hastings algorithm lead to an estimate and credible interval for R<sub>0</sub> and forecasts for cases and deaths. Results: The UK initial log growth rate is r = 0.254 with s.e. 0.004. R<sub>0</sub> = 6.94 with 95% CI (6.52, 7.39). In a 12 week lockdown from 24 March with transmission parameters reduced throughout to 5% of their previous values, peaks of around 90,000 severely and 25,000 critically ill patients, and 44,000 cumulative deaths are expected by 16 June. With transmission rising from 5% in mid-April to reach 30%, 50,000 deaths and 475,000 active cases are expected in mid-June. Had such a lockdown begun on 17 March, around 30,000 (28,000, 32,000) fewer cumulative deaths would be expected by 9 June. Discussion: The R<sub>0</sub> estimate is compatible with some international estimates but over twice the value quoted by the UK government. An earlier lockdown could have saved many thousands of lives. "
figshare12407360	Virus Detection	2	3	0.666666667	Diagnosis	"['Prevention', 'Forecasting']"	Neither--Epidemiology	analyticdata_deathsMA3.xlsx	"<div>The data used in this study is from https://health.hydra.africa/. The data consists of daily reported COVID-19  deaths in South Africa for the period 27 March 2020 to 20 May 2020. The data was used in the paper "" Statistical distribution fitting to the number of COVID-19 deaths in South Africa"" which is still under review and is posted on:  https://doi.org/10.13140/RG.2.2.25635.27682</div><div><ul> </ul></div>"
figshare12407360	Epidemiology	2	3	0.666666667	Epidemiology	"['Prevention', 'Forecasting']"	Curator	analyticdata_deathsMA3.xlsx	"<div>The data used in this study is from https://health.hydra.africa/. The data consists of daily reported COVID-19  deaths in South Africa for the period 27 March 2020 to 20 May 2020. The data was used in the paper "" Statistical distribution fitting to the number of COVID-19 deaths in South Africa"" which is still under review and is posted on:  https://doi.org/10.13140/RG.2.2.25635.27682</div><div><ul> </ul></div>"
figshare12433406	Epidemiology	3	4	0.75	Epidemiology	"['Transmission', 'Prevention', 'Forecasting', 'Environment']"	Both	Data_Sheet_2_Impact of Lockdown on the Epidemic Dynamics of COVID-19 in France.pdf	"The COVID-19 epidemic was reported in the Hubei province in China in December 2019 and then spread around the world reaching the pandemic stage at the beginning of March 2020. Since then, several countries went into lockdown. Using a mechanistic-statistical formalism, we estimate the effect of the lockdown in France on the contact rate and the effective reproduction number R<sub>e</sub> of the COVID-19. We obtain a reduction by a factor 7 (R<sub>e</sub> = 0.47, 95%-CI: 0.45–0.50), compared to the estimates carried out in France at the early stage of the epidemic. We also estimate the fraction of the population that would be infected by the beginning of May, at the official date at which the lockdown should be relaxed. We find a fraction of 3.7% (95%-CI: 3.0–4.8%) of the total French population, without taking into account the number of recovered individuals before April 1st, which is not known. This proportion is seemingly too low to reach herd immunity. Thus, even if the lockdown strongly mitigated the first epidemic wave, keeping a low value of R<sub>e</sub> is crucial to avoid an uncontrolled second wave (initiated with much more infectious cases than the first wave) and to hence avoid the saturation of hospital facilities. "
figshare12442379	Public Health Interventions	2	3	0.666666667	Prevention	['Information Sciences']	Algorithm	Data set: global academic response to COVID-19: cross-sectional study	"Data set and data dictionary for the study: ""global academic response to COVID-19: cross-sectional study"". <div><b></b> </div>"
figshare12444224	Classical epidemiology	2	3	0.666666667	Epidemiology	['Mechanism']	Neither--molecular epidemiology	Additional file 3 of The origin and underlying driving forces of the SARS-CoV-2 outbreak	Additional file 3: Supplementary Table 2.
figshare12444224	Epidemiology	2	3	0.666666667	Epidemiology	['Mechanism']	Curator--molecular epidemiology	Additional file 3 of The origin and underlying driving forces of the SARS-CoV-2 outbreak	Additional file 3: Supplementary Table 2.
figshare12444224	Transmission	2	3	0.666666667	Transmission	['Mechanism']	Neither	Additional file 3 of The origin and underlying driving forces of the SARS-CoV-2 outbreak	Additional file 3: Supplementary Table 2.
figshare12445691	Risk Factors	2	3	0.666666667	Clinical	"['Mechanism', 'Treatment']"	Both	Table_1_Lack of Association Between Genetic Variants at ACE2 and TMPRSS2 Genes Involved in SARS-CoV-2 Infection and Human Quantitative Phenotypes.XLSX	"Coronavirus disease 2019 (COVID-19) shows a wide variation in expression and severity of symptoms, from very mild or no symptoms, to flu-like symptoms, and in more severe cases, to pneumonia, acute respiratory distress syndrome, and even death. Large differences in outcome have also been observed between males and females. The causes for this variability are likely to be multifactorial, and to include genetics. The SARS-CoV-2 virus responsible for the infection depends on two human genes: the human receptor angiotensin converting enzyme 2 (ACE2) for cell invasion, and the serine protease TMPRSS2 for S protein priming. Genetic variation in these two genes may thus modulate an individual's genetic predisposition to infection and virus clearance. While genetic data on COVID-19 patients is being gathered, we carried out a phenome-wide association scan (PheWAS) to investigate the role of these genes in other human phenotypes in the general population. We examined 178 quantitative phenotypes including cytokines and cardio-metabolic biomarkers, as well as usage of 58 medications in 36,339 volunteers from the Lifelines population cohort, in relation to 1,273 genetic variants located in or near ACE2 and TMPRSS2. While none reached our threshold for significance, we observed several interesting suggestive associations. For example, single nucleotide polymorphisms (SNPs) near the TMPRSS2 genes were associated with thrombocytes count (p = 1.8 × 10<sup>−5</sup>). SNPs within the ACE2 gene were associated with (1) the use of angiotensin II receptor blockers (ARBs) combination therapies (p = 5.7 × 10<sup>−4</sup>), an association that is significantly stronger in females (p<sub>dif</sub><sub>f</sub> = 0.01), and (2) with the use of non-steroid anti-inflammatory and antirheumatic products (p = 5.5 × 10<sup>−4</sup>). While these associations need to be confirmed in larger sample sizes, they suggest that these variants could play a role in diseases such as thrombocytopenia, hypertension, and chronic inflammation that are often observed in the more severe COVID-19 cases. Further investigation of these genetic variants in the context of COVID-19 is thus promising for better understanding of disease variability. Full results are available at https://covid19research.nl. "
figshare12449603	Behavioral Research	3	4	0.75	Behavioral Research	['Prevention']	Curator	CAPS - Case Management-EN (2).xlsx	Patient status for telehealth management in a Community Psychosocial Center in Brazil
figshare12449639	Epidemiology	2	3	0.666666667	Epidemiology	['Diagnosis']	Both	Geographical distribution of removed data from Presence of mismatches between diagnostic PCR assays and coronavirus SARS-CoV-2 genome	Geographical analysis of removed data for 3 primers/probe with the highest frequency
figshare12449810	Risk Factors	3	3	1	Clinical	"['Diagnosis', 'Treatment']"	Curator	Data_Sheet_1_Immune-Inflammatory Parameters in COVID-19 Cases: A Systematic Review and Meta-Analysis.DOC	"Background: The recent outbreak of coronavirus disease 2019 (COVID-19) has been rapidly spreading on a global scale and poses a great threat to human health. Acute respiratory distress syndrome, characterized by a rapid onset of generalized inflammation, is the leading cause of mortality in patients with COVID-19. We thus aimed to explore the effect of risk factors on the severity of the disease, focusing on immune-inflammatory parameters, which represent the immune status of patients. Methods: A comprehensive systematic search for relevant studies published up to April 2020 was performed by using the PubMed, Web of Science, EMBASE, and China National Knowledge Internet (CNKI) databases. After extracting all available data of immune-inflammatory indicators, we statistically analyzed the risk factors of severe and non-severe COVID-19 patients with a meta-analysis. Results: A total of 4,911 patients from 29 studies were included in the final meta-analysis. The results demonstrated that severe patients tend to present with increased white blood cell (WBC) and neutrophil counts, neutrophil-lymphocyte ratio (NLR), procalcitonin (PCT), C-reaction protein (CRP), erythrocyte sedimentation rate (ESR), and Interleukin-6 (IL-6) and a decreased number of total lymphocyte and lymphocyte subtypes, such as CD4+ T lymphocyte and CD8+ T lymphocyte, compared to the non-severe patients. In addition, the WBC count>10 × 10<sup>9</sup>/L, lymphocyte count<1 × 10<sup>9</sup>/L, PCT>0.5 ng/mL, and CRP>10 mg/L were risk factors for disease progression in patients with COVID-19 (WBC count>10 × 10<sup>9</sup>/L: OR = 2.92, 95% CI: 1.96–4.35; lymphocyte count<1 × 10<sup>9</sup>/L: OR = 4.97, 95% CI: 3.53–6.99; PCT>0.5 ng/mL: OR = 6.33, 95% CI: 3.97–10.10; CRP>10 mg/L: OR = 3.51, 95% CI: 2.38–5.16). Furthermore, we found that NLR, as a novel marker of systemic inflammatory response, can also help predict clinical severity in patients with COVID-19 (OR = 2.50, 95% CI: 2.04–3.06). Conclusions: Immune-inflammatory parameters, such as WBC, lymphocyte, PCT, CRP, and NLR, could imply the progression of COVID-19. NLR has taken both the levels of neutrophil and lymphocyte into account, indicating a more complete, accurate, and reliable inspection efficiency; surveillance of NLR may help clinicians identify high-risk COVID-19 patients at an early stage. "
figshare12449810	Host Factors	2	3	0.666666667	Mechanism	"['Diagnosis', 'Treatment']"	Curator	Data_Sheet_1_Immune-Inflammatory Parameters in COVID-19 Cases: A Systematic Review and Meta-Analysis.DOC	"Background: The recent outbreak of coronavirus disease 2019 (COVID-19) has been rapidly spreading on a global scale and poses a great threat to human health. Acute respiratory distress syndrome, characterized by a rapid onset of generalized inflammation, is the leading cause of mortality in patients with COVID-19. We thus aimed to explore the effect of risk factors on the severity of the disease, focusing on immune-inflammatory parameters, which represent the immune status of patients. Methods: A comprehensive systematic search for relevant studies published up to April 2020 was performed by using the PubMed, Web of Science, EMBASE, and China National Knowledge Internet (CNKI) databases. After extracting all available data of immune-inflammatory indicators, we statistically analyzed the risk factors of severe and non-severe COVID-19 patients with a meta-analysis. Results: A total of 4,911 patients from 29 studies were included in the final meta-analysis. The results demonstrated that severe patients tend to present with increased white blood cell (WBC) and neutrophil counts, neutrophil-lymphocyte ratio (NLR), procalcitonin (PCT), C-reaction protein (CRP), erythrocyte sedimentation rate (ESR), and Interleukin-6 (IL-6) and a decreased number of total lymphocyte and lymphocyte subtypes, such as CD4+ T lymphocyte and CD8+ T lymphocyte, compared to the non-severe patients. In addition, the WBC count>10 × 10<sup>9</sup>/L, lymphocyte count<1 × 10<sup>9</sup>/L, PCT>0.5 ng/mL, and CRP>10 mg/L were risk factors for disease progression in patients with COVID-19 (WBC count>10 × 10<sup>9</sup>/L: OR = 2.92, 95% CI: 1.96–4.35; lymphocyte count<1 × 10<sup>9</sup>/L: OR = 4.97, 95% CI: 3.53–6.99; PCT>0.5 ng/mL: OR = 6.33, 95% CI: 3.97–10.10; CRP>10 mg/L: OR = 3.51, 95% CI: 2.38–5.16). Furthermore, we found that NLR, as a novel marker of systemic inflammatory response, can also help predict clinical severity in patients with COVID-19 (OR = 2.50, 95% CI: 2.04–3.06). Conclusions: Immune-inflammatory parameters, such as WBC, lymphocyte, PCT, CRP, and NLR, could imply the progression of COVID-19. NLR has taken both the levels of neutrophil and lymphocyte into account, indicating a more complete, accurate, and reliable inspection efficiency; surveillance of NLR may help clinicians identify high-risk COVID-19 patients at an early stage. "
figshare12449810	Immunological Response	2	3	0.666666667	Mechanism	"['Diagnosis', 'Treatment']"	Curator	Data_Sheet_1_Immune-Inflammatory Parameters in COVID-19 Cases: A Systematic Review and Meta-Analysis.DOC	"Background: The recent outbreak of coronavirus disease 2019 (COVID-19) has been rapidly spreading on a global scale and poses a great threat to human health. Acute respiratory distress syndrome, characterized by a rapid onset of generalized inflammation, is the leading cause of mortality in patients with COVID-19. We thus aimed to explore the effect of risk factors on the severity of the disease, focusing on immune-inflammatory parameters, which represent the immune status of patients. Methods: A comprehensive systematic search for relevant studies published up to April 2020 was performed by using the PubMed, Web of Science, EMBASE, and China National Knowledge Internet (CNKI) databases. After extracting all available data of immune-inflammatory indicators, we statistically analyzed the risk factors of severe and non-severe COVID-19 patients with a meta-analysis. Results: A total of 4,911 patients from 29 studies were included in the final meta-analysis. The results demonstrated that severe patients tend to present with increased white blood cell (WBC) and neutrophil counts, neutrophil-lymphocyte ratio (NLR), procalcitonin (PCT), C-reaction protein (CRP), erythrocyte sedimentation rate (ESR), and Interleukin-6 (IL-6) and a decreased number of total lymphocyte and lymphocyte subtypes, such as CD4+ T lymphocyte and CD8+ T lymphocyte, compared to the non-severe patients. In addition, the WBC count>10 × 10<sup>9</sup>/L, lymphocyte count<1 × 10<sup>9</sup>/L, PCT>0.5 ng/mL, and CRP>10 mg/L were risk factors for disease progression in patients with COVID-19 (WBC count>10 × 10<sup>9</sup>/L: OR = 2.92, 95% CI: 1.96–4.35; lymphocyte count<1 × 10<sup>9</sup>/L: OR = 4.97, 95% CI: 3.53–6.99; PCT>0.5 ng/mL: OR = 6.33, 95% CI: 3.97–10.10; CRP>10 mg/L: OR = 3.51, 95% CI: 2.38–5.16). Furthermore, we found that NLR, as a novel marker of systemic inflammatory response, can also help predict clinical severity in patients with COVID-19 (OR = 2.50, 95% CI: 2.04–3.06). Conclusions: Immune-inflammatory parameters, such as WBC, lymphocyte, PCT, CRP, and NLR, could imply the progression of COVID-19. NLR has taken both the levels of neutrophil and lymphocyte into account, indicating a more complete, accurate, and reliable inspection efficiency; surveillance of NLR may help clinicians identify high-risk COVID-19 patients at an early stage. "
figshare12449813	Risk Factors	3	3	1	Clinical	"['Diagnosis', 'Treatment']"	Curator	Data_Sheet_2_Immune-Inflammatory Parameters in COVID-19 Cases: A Systematic Review and Meta-Analysis.DOC	"Background: The recent outbreak of coronavirus disease 2019 (COVID-19) has been rapidly spreading on a global scale and poses a great threat to human health. Acute respiratory distress syndrome, characterized by a rapid onset of generalized inflammation, is the leading cause of mortality in patients with COVID-19. We thus aimed to explore the effect of risk factors on the severity of the disease, focusing on immune-inflammatory parameters, which represent the immune status of patients. Methods: A comprehensive systematic search for relevant studies published up to April 2020 was performed by using the PubMed, Web of Science, EMBASE, and China National Knowledge Internet (CNKI) databases. After extracting all available data of immune-inflammatory indicators, we statistically analyzed the risk factors of severe and non-severe COVID-19 patients with a meta-analysis. Results: A total of 4,911 patients from 29 studies were included in the final meta-analysis. The results demonstrated that severe patients tend to present with increased white blood cell (WBC) and neutrophil counts, neutrophil-lymphocyte ratio (NLR), procalcitonin (PCT), C-reaction protein (CRP), erythrocyte sedimentation rate (ESR), and Interleukin-6 (IL-6) and a decreased number of total lymphocyte and lymphocyte subtypes, such as CD4+ T lymphocyte and CD8+ T lymphocyte, compared to the non-severe patients. In addition, the WBC count>10 × 10<sup>9</sup>/L, lymphocyte count<1 × 10<sup>9</sup>/L, PCT>0.5 ng/mL, and CRP>10 mg/L were risk factors for disease progression in patients with COVID-19 (WBC count>10 × 10<sup>9</sup>/L: OR = 2.92, 95% CI: 1.96–4.35; lymphocyte count<1 × 10<sup>9</sup>/L: OR = 4.97, 95% CI: 3.53–6.99; PCT>0.5 ng/mL: OR = 6.33, 95% CI: 3.97–10.10; CRP>10 mg/L: OR = 3.51, 95% CI: 2.38–5.16). Furthermore, we found that NLR, as a novel marker of systemic inflammatory response, can also help predict clinical severity in patients with COVID-19 (OR = 2.50, 95% CI: 2.04–3.06). Conclusions: Immune-inflammatory parameters, such as WBC, lymphocyte, PCT, CRP, and NLR, could imply the progression of COVID-19. NLR has taken both the levels of neutrophil and lymphocyte into account, indicating a more complete, accurate, and reliable inspection efficiency; surveillance of NLR may help clinicians identify high-risk COVID-19 patients at an early stage. "
figshare12449813	Immunological Response	2	3	0.666666667	Mechanism	"['Diagnosis', 'Treatment']"	Curator	Data_Sheet_2_Immune-Inflammatory Parameters in COVID-19 Cases: A Systematic Review and Meta-Analysis.DOC	"Background: The recent outbreak of coronavirus disease 2019 (COVID-19) has been rapidly spreading on a global scale and poses a great threat to human health. Acute respiratory distress syndrome, characterized by a rapid onset of generalized inflammation, is the leading cause of mortality in patients with COVID-19. We thus aimed to explore the effect of risk factors on the severity of the disease, focusing on immune-inflammatory parameters, which represent the immune status of patients. Methods: A comprehensive systematic search for relevant studies published up to April 2020 was performed by using the PubMed, Web of Science, EMBASE, and China National Knowledge Internet (CNKI) databases. After extracting all available data of immune-inflammatory indicators, we statistically analyzed the risk factors of severe and non-severe COVID-19 patients with a meta-analysis. Results: A total of 4,911 patients from 29 studies were included in the final meta-analysis. The results demonstrated that severe patients tend to present with increased white blood cell (WBC) and neutrophil counts, neutrophil-lymphocyte ratio (NLR), procalcitonin (PCT), C-reaction protein (CRP), erythrocyte sedimentation rate (ESR), and Interleukin-6 (IL-6) and a decreased number of total lymphocyte and lymphocyte subtypes, such as CD4+ T lymphocyte and CD8+ T lymphocyte, compared to the non-severe patients. In addition, the WBC count>10 × 10<sup>9</sup>/L, lymphocyte count<1 × 10<sup>9</sup>/L, PCT>0.5 ng/mL, and CRP>10 mg/L were risk factors for disease progression in patients with COVID-19 (WBC count>10 × 10<sup>9</sup>/L: OR = 2.92, 95% CI: 1.96–4.35; lymphocyte count<1 × 10<sup>9</sup>/L: OR = 4.97, 95% CI: 3.53–6.99; PCT>0.5 ng/mL: OR = 6.33, 95% CI: 3.97–10.10; CRP>10 mg/L: OR = 3.51, 95% CI: 2.38–5.16). Furthermore, we found that NLR, as a novel marker of systemic inflammatory response, can also help predict clinical severity in patients with COVID-19 (OR = 2.50, 95% CI: 2.04–3.06). Conclusions: Immune-inflammatory parameters, such as WBC, lymphocyte, PCT, CRP, and NLR, could imply the progression of COVID-19. NLR has taken both the levels of neutrophil and lymphocyte into account, indicating a more complete, accurate, and reliable inspection efficiency; surveillance of NLR may help clinicians identify high-risk COVID-19 patients at an early stage. "
figshare12449816	Risk Factors	3	3	1	Clinical	"['Diagnosis', 'Treatment']"	Curator	Data_Sheet_3_Immune-Inflammatory Parameters in COVID-19 Cases: A Systematic Review and Meta-Analysis.DOCX	"Background: The recent outbreak of coronavirus disease 2019 (COVID-19) has been rapidly spreading on a global scale and poses a great threat to human health. Acute respiratory distress syndrome, characterized by a rapid onset of generalized inflammation, is the leading cause of mortality in patients with COVID-19. We thus aimed to explore the effect of risk factors on the severity of the disease, focusing on immune-inflammatory parameters, which represent the immune status of patients. Methods: A comprehensive systematic search for relevant studies published up to April 2020 was performed by using the PubMed, Web of Science, EMBASE, and China National Knowledge Internet (CNKI) databases. After extracting all available data of immune-inflammatory indicators, we statistically analyzed the risk factors of severe and non-severe COVID-19 patients with a meta-analysis. Results: A total of 4,911 patients from 29 studies were included in the final meta-analysis. The results demonstrated that severe patients tend to present with increased white blood cell (WBC) and neutrophil counts, neutrophil-lymphocyte ratio (NLR), procalcitonin (PCT), C-reaction protein (CRP), erythrocyte sedimentation rate (ESR), and Interleukin-6 (IL-6) and a decreased number of total lymphocyte and lymphocyte subtypes, such as CD4+ T lymphocyte and CD8+ T lymphocyte, compared to the non-severe patients. In addition, the WBC count>10 × 10<sup>9</sup>/L, lymphocyte count<1 × 10<sup>9</sup>/L, PCT>0.5 ng/mL, and CRP>10 mg/L were risk factors for disease progression in patients with COVID-19 (WBC count>10 × 10<sup>9</sup>/L: OR = 2.92, 95% CI: 1.96–4.35; lymphocyte count<1 × 10<sup>9</sup>/L: OR = 4.97, 95% CI: 3.53–6.99; PCT>0.5 ng/mL: OR = 6.33, 95% CI: 3.97–10.10; CRP>10 mg/L: OR = 3.51, 95% CI: 2.38–5.16). Furthermore, we found that NLR, as a novel marker of systemic inflammatory response, can also help predict clinical severity in patients with COVID-19 (OR = 2.50, 95% CI: 2.04–3.06). Conclusions: Immune-inflammatory parameters, such as WBC, lymphocyte, PCT, CRP, and NLR, could imply the progression of COVID-19. NLR has taken both the levels of neutrophil and lymphocyte into account, indicating a more complete, accurate, and reliable inspection efficiency; surveillance of NLR may help clinicians identify high-risk COVID-19 patients at an early stage. "
figshare12449819	Risk Factors	3	3	1	Clinical	"['Diagnosis', 'Treatment']"	Curator	Data_Sheet_4_Immune-Inflammatory Parameters in COVID-19 Cases: A Systematic Review and Meta-Analysis.DOC	"Background: The recent outbreak of coronavirus disease 2019 (COVID-19) has been rapidly spreading on a global scale and poses a great threat to human health. Acute respiratory distress syndrome, characterized by a rapid onset of generalized inflammation, is the leading cause of mortality in patients with COVID-19. We thus aimed to explore the effect of risk factors on the severity of the disease, focusing on immune-inflammatory parameters, which represent the immune status of patients. Methods: A comprehensive systematic search for relevant studies published up to April 2020 was performed by using the PubMed, Web of Science, EMBASE, and China National Knowledge Internet (CNKI) databases. After extracting all available data of immune-inflammatory indicators, we statistically analyzed the risk factors of severe and non-severe COVID-19 patients with a meta-analysis. Results: A total of 4,911 patients from 29 studies were included in the final meta-analysis. The results demonstrated that severe patients tend to present with increased white blood cell (WBC) and neutrophil counts, neutrophil-lymphocyte ratio (NLR), procalcitonin (PCT), C-reaction protein (CRP), erythrocyte sedimentation rate (ESR), and Interleukin-6 (IL-6) and a decreased number of total lymphocyte and lymphocyte subtypes, such as CD4+ T lymphocyte and CD8+ T lymphocyte, compared to the non-severe patients. In addition, the WBC count>10 × 10<sup>9</sup>/L, lymphocyte count<1 × 10<sup>9</sup>/L, PCT>0.5 ng/mL, and CRP>10 mg/L were risk factors for disease progression in patients with COVID-19 (WBC count>10 × 10<sup>9</sup>/L: OR = 2.92, 95% CI: 1.96–4.35; lymphocyte count<1 × 10<sup>9</sup>/L: OR = 4.97, 95% CI: 3.53–6.99; PCT>0.5 ng/mL: OR = 6.33, 95% CI: 3.97–10.10; CRP>10 mg/L: OR = 3.51, 95% CI: 2.38–5.16). Furthermore, we found that NLR, as a novel marker of systemic inflammatory response, can also help predict clinical severity in patients with COVID-19 (OR = 2.50, 95% CI: 2.04–3.06). Conclusions: Immune-inflammatory parameters, such as WBC, lymphocyte, PCT, CRP, and NLR, could imply the progression of COVID-19. NLR has taken both the levels of neutrophil and lymphocyte into account, indicating a more complete, accurate, and reliable inspection efficiency; surveillance of NLR may help clinicians identify high-risk COVID-19 patients at an early stage. "
